key,sourceKind,sex,visualRace,age,style,lineage,row,column,relativePath,sourceSheet,imageWidth,imageHeight
rw-guest-sheet23-r01-a24,guest,Male,fair,24,sheet23,guest-sheet23-row-01,1,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet23_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,195,353
rw-guest-sheet23-r01-a30,guest,Male,fair,30,sheet23,guest-sheet23-row-01,1,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet23_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r01-a50,guest,Male,fair,50,sheet23,guest-sheet23-row-01,1,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet23_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r02-a10,guest,Female,olive,10,sheet23,guest-sheet23-row-02,2,1,assets/ravenwood/portraits/guest/guest_female_olive_age10_sheet23_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r02-a16,guest,Female,olive,16,sheet23,guest-sheet23-row-02,2,2,assets/ravenwood/portraits/guest/guest_female_olive_age16_sheet23_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r02-a24,guest,Female,olive,24,sheet23,guest-sheet23-row-02,2,3,assets/ravenwood/portraits/guest/guest_female_olive_age24_sheet23_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,195,353
rw-guest-sheet23-r02-a30,guest,Female,olive,30,sheet23,guest-sheet23-row-02,2,4,assets/ravenwood/portraits/guest/guest_female_olive_age30_sheet23_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r02-a50,guest,Female,olive,50,sheet23,guest-sheet23-row-02,2,5,assets/ravenwood/portraits/guest/guest_female_olive_age50_sheet23_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r03-a10,guest,Male,black,10,sheet23,guest-sheet23-row-03,3,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet23_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,352
rw-guest-sheet23-r03-a16,guest,Male,black,16,sheet23,guest-sheet23-row-03,3,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet23_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,352
rw-guest-sheet23-r03-a24,guest,Male,black,24,sheet23,guest-sheet23-row-03,3,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet23_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,195,352
rw-guest-sheet23-r03-a30,guest,Male,black,30,sheet23,guest-sheet23-row-03,3,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet23_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,352
rw-guest-sheet23-r03-a50,guest,Male,black,50,sheet23,guest-sheet23-row-03,3,5,assets/ravenwood/portraits/guest/guest_male_black_age50_sheet23_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,352
rw-guest-sheet23-r04-a10,guest,Female,eastern,10,sheet23,guest-sheet23-row-04,4,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet23_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r04-a16,guest,Female,eastern,16,sheet23,guest-sheet23-row-04,4,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet23_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r04-a24,guest,Female,eastern,24,sheet23,guest-sheet23-row-04,4,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet23_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,195,353
rw-guest-sheet23-r04-a30,guest,Female,eastern,30,sheet23,guest-sheet23-row-04,4,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet23_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet23-r04-a50,guest,Female,eastern,50,sheet23,guest-sheet23-row-04,4,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet23_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet23.png,194,353
rw-guest-sheet24-r01-a10,guest,Female,fair,10,sheet24,guest-sheet24-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet24_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r01-a16,guest,Female,fair,16,sheet24,guest-sheet24-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet24_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r01-a24,guest,Female,fair,24,sheet24,guest-sheet24-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet24_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,195,353
rw-guest-sheet24-r01-a30,guest,Female,fair,30,sheet24,guest-sheet24-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet24_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r01-a50,guest,Female,fair,50,sheet24,guest-sheet24-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet24_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r02-a10,guest,Male,black,10,sheet24,guest-sheet24-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet24_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r02-a16,guest,Male,black,16,sheet24,guest-sheet24-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet24_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r02-a24,guest,Male,black,24,sheet24,guest-sheet24-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet24_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,195,353
rw-guest-sheet24-r02-a30,guest,Male,black,30,sheet24,guest-sheet24-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet24_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r02-a50,guest,Male,black,50,sheet24,guest-sheet24-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_black_age50_sheet24_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r03-a10,guest,Male,fair,10,sheet24,guest-sheet24-row-03,3,1,assets/ravenwood/portraits/guest/guest_male_fair_age10_sheet24_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,352
rw-guest-sheet24-r03-a16,guest,Male,fair,16,sheet24,guest-sheet24-row-03,3,2,assets/ravenwood/portraits/guest/guest_male_fair_age16_sheet24_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,352
rw-guest-sheet24-r03-a24,guest,Male,fair,24,sheet24,guest-sheet24-row-03,3,3,assets/ravenwood/portraits/guest/guest_male_fair_age24_sheet24_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,195,352
rw-guest-sheet24-r03-a30,guest,Male,fair,30,sheet24,guest-sheet24-row-03,3,4,assets/ravenwood/portraits/guest/guest_male_fair_age30_sheet24_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,352
rw-guest-sheet24-r03-a50,guest,Male,fair,50,sheet24,guest-sheet24-row-03,3,5,assets/ravenwood/portraits/guest/guest_male_fair_age50_sheet24_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,352
rw-guest-sheet24-r04-a10,guest,Female,eastern,10,sheet24,guest-sheet24-row-04,4,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet24_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r04-a16,guest,Female,eastern,16,sheet24,guest-sheet24-row-04,4,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet24_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r04-a24,guest,Female,eastern,24,sheet24,guest-sheet24-row-04,4,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet24_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,195,353
rw-guest-sheet24-r04-a30,guest,Female,eastern,30,sheet24,guest-sheet24-row-04,4,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet24_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet24-r04-a50,guest,Female,eastern,50,sheet24,guest-sheet24-row-04,4,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet24_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet24.png,194,353
rw-guest-sheet25-r01-a10,guest,Male,olive,10,sheet25,guest-sheet25-row-01,1,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet25_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r01-a16,guest,Male,olive,16,sheet25,guest-sheet25-row-01,1,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet25_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r01-a24,guest,Male,olive,24,sheet25,guest-sheet25-row-01,1,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet25_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,195,353
rw-guest-sheet25-r01-a30,guest,Male,olive,30,sheet25,guest-sheet25-row-01,1,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet25_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r01-a50,guest,Male,olive,50,sheet25,guest-sheet25-row-01,1,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet25_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r02-a10,guest,Female,black,10,sheet25,guest-sheet25-row-02,2,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet25_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r02-a16,guest,Female,black,16,sheet25,guest-sheet25-row-02,2,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet25_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r02-a24,guest,Female,black,24,sheet25,guest-sheet25-row-02,2,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet25_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,195,353
rw-guest-sheet25-r02-a30,guest,Female,black,30,sheet25,guest-sheet25-row-02,2,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet25_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r02-a50,guest,Female,black,50,sheet25,guest-sheet25-row-02,2,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet25_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r03-a10,guest,Female,fair,10,sheet25,guest-sheet25-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet25_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,352
rw-guest-sheet25-r03-a16,guest,Female,fair,16,sheet25,guest-sheet25-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet25_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,352
rw-guest-sheet25-r03-a24,guest,Female,fair,24,sheet25,guest-sheet25-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet25_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,195,352
rw-guest-sheet25-r03-a30,guest,Female,fair,30,sheet25,guest-sheet25-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet25_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,352
rw-guest-sheet25-r03-a50,guest,Female,fair,50,sheet25,guest-sheet25-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet25_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,352
rw-guest-sheet25-r04-a10,guest,Male,eastern,10,sheet25,guest-sheet25-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_eastern_age10_sheet25_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r04-a16,guest,Male,eastern,16,sheet25,guest-sheet25-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_eastern_age16_sheet25_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r04-a24,guest,Male,eastern,24,sheet25,guest-sheet25-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_eastern_age24_sheet25_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,195,353
rw-guest-sheet25-r04-a30,guest,Male,eastern,30,sheet25,guest-sheet25-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_eastern_age30_sheet25_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet25-r04-a50,guest,Male,eastern,50,sheet25,guest-sheet25-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_eastern_age50_sheet25_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet25.png,194,353
rw-guest-sheet26-r01-a10,guest,Female,fair,10,sheet26,guest-sheet26-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_fair_age10_sheet26_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r01-a16,guest,Female,fair,16,sheet26,guest-sheet26-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_fair_age16_sheet26_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r01-a24,guest,Female,fair,24,sheet26,guest-sheet26-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_fair_age24_sheet26_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,195,353
rw-guest-sheet26-r01-a30,guest,Female,fair,30,sheet26,guest-sheet26-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_fair_age30_sheet26_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r01-a50,guest,Female,fair,50,sheet26,guest-sheet26-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_fair_age50_sheet26_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r02-a10,guest,Male,black,10,sheet26,guest-sheet26-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet26_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r02-a16,guest,Male,black,16,sheet26,guest-sheet26-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet26_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r02-a24,guest,Male,black,24,sheet26,guest-sheet26-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet26_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,195,353
rw-guest-sheet26-r02-a30,guest,Male,black,30,sheet26,guest-sheet26-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet26_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r02-a50,guest,Male,black,50,sheet26,guest-sheet26-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_black_age50_sheet26_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r03-a10,guest,Female,eastern,10,sheet26,guest-sheet26-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_eastern_age10_sheet26_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,352
rw-guest-sheet26-r03-a16,guest,Female,eastern,16,sheet26,guest-sheet26-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_eastern_age16_sheet26_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,352
rw-guest-sheet26-r03-a24,guest,Female,eastern,24,sheet26,guest-sheet26-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_eastern_age24_sheet26_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,195,352
rw-guest-sheet26-r03-a30,guest,Female,eastern,30,sheet26,guest-sheet26-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_eastern_age30_sheet26_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,352
rw-guest-sheet26-r03-a50,guest,Female,eastern,50,sheet26,guest-sheet26-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_eastern_age50_sheet26_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,352
rw-guest-sheet26-r04-a10,guest,Male,olive,10,sheet26,guest-sheet26-row-04,4,1,assets/ravenwood/portraits/guest/guest_male_olive_age10_sheet26_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r04-a16,guest,Male,olive,16,sheet26,guest-sheet26-row-04,4,2,assets/ravenwood/portraits/guest/guest_male_olive_age16_sheet26_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r04-a24,guest,Male,olive,24,sheet26,guest-sheet26-row-04,4,3,assets/ravenwood/portraits/guest/guest_male_olive_age24_sheet26_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,195,353
rw-guest-sheet26-r04-a30,guest,Male,olive,30,sheet26,guest-sheet26-row-04,4,4,assets/ravenwood/portraits/guest/guest_male_olive_age30_sheet26_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet26-r04-a50,guest,Male,olive,50,sheet26,guest-sheet26-row-04,4,5,assets/ravenwood/portraits/guest/guest_male_olive_age50_sheet26_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet26.png,194,353
rw-guest-sheet27-r01-a10,guest,Female,black,10,sheet27,guest-sheet27-row-01,1,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet27_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r01-a16,guest,Female,black,16,sheet27,guest-sheet27-row-01,1,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet27_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r01-a24,guest,Female,black,24,sheet27,guest-sheet27-row-01,1,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet27_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,195,353
rw-guest-sheet27-r01-a30,guest,Female,black,30,sheet27,guest-sheet27-row-01,1,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet27_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r01-a50,guest,Female,black,50,sheet27,guest-sheet27-row-01,1,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet27_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r02-a10,guest,Male,black,10,sheet27,guest-sheet27-row-02,2,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet27_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r02-a16,guest,Male,black,16,sheet27,guest-sheet27-row-02,2,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet27_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r02-a24,guest,Male,black,24,sheet27,guest-sheet27-row-02,2,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet27_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,195,353
rw-guest-sheet27-r02-a30,guest,Male,black,30,sheet27,guest-sheet27-row-02,2,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet27_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r02-a50,guest,Male,black,50,sheet27,guest-sheet27-row-02,2,5,assets/ravenwood/portraits/guest/guest_male_black_age50_sheet27_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r03-a10,guest,Female,black,10,sheet27,guest-sheet27-row-03,3,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet27_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,352
rw-guest-sheet27-r03-a16,guest,Female,black,16,sheet27,guest-sheet27-row-03,3,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet27_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,352
rw-guest-sheet27-r03-a24,guest,Female,black,24,sheet27,guest-sheet27-row-03,3,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet27_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,195,352
rw-guest-sheet27-r03-a30,guest,Female,black,30,sheet27,guest-sheet27-row-03,3,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet27_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,352
rw-guest-sheet27-r03-a50,guest,Female,black,50,sheet27,guest-sheet27-row-03,3,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet27_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,352
rw-guest-sheet27-r04-a10,guest,Female,olive,10,sheet27,guest-sheet27-row-04,4,1,assets/ravenwood/portraits/guest/guest_female_olive_age10_sheet27_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r04-a16,guest,Female,olive,16,sheet27,guest-sheet27-row-04,4,2,assets/ravenwood/portraits/guest/guest_female_olive_age16_sheet27_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r04-a24,guest,Female,olive,24,sheet27,guest-sheet27-row-04,4,3,assets/ravenwood/portraits/guest/guest_female_olive_age24_sheet27_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,195,353
rw-guest-sheet27-r04-a30,guest,Female,olive,30,sheet27,guest-sheet27-row-04,4,4,assets/ravenwood/portraits/guest/guest_female_olive_age30_sheet27_r04_c04.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet27-r04-a50,guest,Female,olive,50,sheet27,guest-sheet27-row-04,4,5,assets/ravenwood/portraits/guest/guest_female_olive_age50_sheet27_r04_c05.png,assets/ravenwood/guest_portraits/sheets/sheet27.png,194,353
rw-guest-sheet29-r01-a10,guest,Male,black,10,sheet29,guest-sheet29-row-01,1,1,assets/ravenwood/portraits/guest/guest_male_black_age10_sheet29_r01_c01.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r01-a16,guest,Male,black,16,sheet29,guest-sheet29-row-01,1,2,assets/ravenwood/portraits/guest/guest_male_black_age16_sheet29_r01_c02.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r01-a24,guest,Male,black,24,sheet29,guest-sheet29-row-01,1,3,assets/ravenwood/portraits/guest/guest_male_black_age24_sheet29_r01_c03.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,195,353
rw-guest-sheet29-r01-a30,guest,Male,black,30,sheet29,guest-sheet29-row-01,1,4,assets/ravenwood/portraits/guest/guest_male_black_age30_sheet29_r01_c04.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r01-a50,guest,Male,black,50,sheet29,guest-sheet29-row-01,1,5,assets/ravenwood/portraits/guest/guest_male_black_age50_sheet29_r01_c05.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r02-a10,guest,Female,black,10,sheet29,guest-sheet29-row-02,2,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet29_r02_c01.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r02-a16,guest,Female,black,16,sheet29,guest-sheet29-row-02,2,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet29_r02_c02.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r02-a24,guest,Female,black,24,sheet29,guest-sheet29-row-02,2,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet29_r02_c03.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,195,353
rw-guest-sheet29-r02-a30,guest,Female,black,30,sheet29,guest-sheet29-row-02,2,4,assets/ravenwood/portraits/guest/guest_female_black_age30_sheet29_r02_c04.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r02-a50,guest,Female,black,50,sheet29,guest-sheet29-row-02,2,5,assets/ravenwood/portraits/guest/guest_female_black_age50_sheet29_r02_c05.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r03-a10,guest,Male,eastern,10,sheet29,guest-sheet29-row-03,3,1,assets/ravenwood/portraits/guest/guest_male_eastern_age10_sheet29_r03_c01.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,352
rw-guest-sheet29-r03-a16,guest,Male,eastern,16,sheet29,guest-sheet29-row-03,3,2,assets/ravenwood/portraits/guest/guest_male_eastern_age16_sheet29_r03_c02.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,352
rw-guest-sheet29-r03-a24,guest,Male,eastern,24,sheet29,guest-sheet29-row-03,3,3,assets/ravenwood/portraits/guest/guest_male_eastern_age24_sheet29_r03_c03.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,195,352
rw-guest-sheet29-r03-a30,guest,Male,eastern,30,sheet29,guest-sheet29-row-03,3,4,assets/ravenwood/portraits/guest/guest_male_eastern_age30_sheet29_r03_c04.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,352
rw-guest-sheet29-r03-a50,guest,Male,eastern,50,sheet29,guest-sheet29-row-03,3,5,assets/ravenwood/portraits/guest/guest_male_eastern_age50_sheet29_r03_c05.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,352
rw-guest-sheet29-r04-a10,guest,Female,black,10,sheet29,guest-sheet29-row-04,4,1,assets/ravenwood/portraits/guest/guest_female_black_age10_sheet29_r04_c01.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r04-a16,guest,Female,black,16,sheet29,guest-sheet29-row-04,4,2,assets/ravenwood/portraits/guest/guest_female_black_age16_sheet29_r04_c02.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,194,353
rw-guest-sheet29-r04-a24,guest,Female,black,24,sheet29,guest-sheet29-row-04,4,3,assets/ravenwood/portraits/guest/guest_female_black_age24_sheet29_r04_c03.png,assets/ravenwood/guest_portraits/sheets/sheet29.png,195,353
